,X,Y,Z,Point ID,DEN1,EL1,ENUT,EP,EPKE,KE,P1,PRPS,Points_0,Points_1,Points_2,Points_Magnitude,U1,V1,Vel1_0,Vel1_1,Vel1_2,Vel1_Magnitude,W1,WAF,WAMP,vtkValidPointMask
0,842918.9375,815069.9375,4.868804931640625,0,1.18900001,2.295616388,0.7174990177,0.01382877864,1.000000013e-10,0.3252139091,0.07193155587,-1,293.9375,589.9375,3.225404978,659.1175537,-1.119528174,-2.55958581,-1.119528174,-2.55958581,0.001389913959,2.793711662,0.001389913959,0.8402777314,1.027451515,1
1,842932.3125,815085.6875,5.167388916015625,0,1.18900001,2.318618298,0.7241153121,0.01369481254,1.000000013e-10,0.3246436417,0.07653091103,-1,307.3125,605.6875,3.523988962,679.1986084,-1.124841571,-2.566883802,-1.124841571,-2.566883802,0.001473450218,2.802527905,0.001473450218,0.8413876295,1.030695796,1
2,842932.3125,815065.6875,5.022064208984375,0,1.18900001,2.307027102,0.7210398316,0.01377853099,1.000000013e-10,0.3251835406,0.07736513019,-1,307.3125,585.6875,3.378664255,661.4243774,-1.125285983,-2.563269615,-1.125285983,-2.563269615,0.001481793355,2.799396753,0.001481793355,0.8412005901,1.029545307,1
3,842932.3125,815045.6875,5.134918212890625,0,1.18900001,2.315099001,0.724183023,0.01378277317,1.000000013e-10,0.3257732391,0.07810711116,-1,307.3125,565.6875,3.491518259,643.7821655,-1.129316926,-2.569039345,-1.129316926,-2.569039345,0.001486790949,2.806300402,0.001486790949,0.8426996469,1.032083869,1
4,842935.4375,815025.9375,5.818328857421875,0,1.18900001,2.366363287,0.7409204841,0.01360685285,1.000000013e-10,0.3264001906,0.07968524843,-1,310.4375,545.9375,4.174928665,628.0418701,-1.141649127,-2.595127821,-1.141649127,-2.595127821,0.001497781603,2.835146189,0.001497781603,0.847849071,1.042687535,1
5,842935.6875,814908.125,4.674407958984375,0,1.18900001,2.277306557,0.7160233855,0.01418236084,1.000000013e-10,0.3294129074,0.07743369788,-1,310.6875,428.125,3.031008005,528.9866943,-1.130644441,-2.566859722,-1.130644441,-2.566859722,0.001306124497,2.804840088,0.001306124497,0.8446401954,1.031497002,1
6,842932.8125,814888.3125,4.6759033203125,0,1.18900001,2.277183056,0.7164302468,0.01421216223,1.000000013e-10,0.32985273,0.07508073747,-1,307.8125,408.3125,3.032503366,511.348053,-1.129776359,-2.569435596,-1.129776359,-2.569435596,0.001238917466,2.806848049,0.001238917466,0.8452335,1.03222537,1
7,842929.0,814868.6875,5.05499267578125,0,1.18900001,2.305397749,0.7257152796,0.01411801483,1.000000013e-10,0.3302530348,0.07230897248,-1,304.0,388.6875,3.411592722,493.4628906,-1.133934259,-2.5855093,-1.133934259,-2.5855093,0.001169141615,2.823236942,0.001169141615,0.8481941223,1.038242579,1
8,842924.375,814849.25,5.007537841796875,0,1.18900001,2.30172658,0.7249019146,0.01415600628,1.000000013e-10,0.3305875957,0.06885993481,-1,299.375,369.25,3.364137888,475.3759155,-1.131491542,-2.586212873,-1.131491542,-2.586212873,0.001092565362,2.822901249,0.001092565362,0.8483354449,1.038110733,1
9,842918.9375,814830.375,5.182891845703125,0,1.18900001,2.314795494,0.7293249369,0.01411988214,1.000000013e-10,0.3308872879,0.06524776667,-1,293.9375,350.375,3.539491892,457.355896,-1.132115483,-2.594784975,-1.132115483,-2.594784975,0.001019462128,2.83100605,0.001019462128,0.8498593569,1.041083217,1
